Course,University,Masters/Bachelors,Language,Course Duration,Course Link
ENGLISH AND ANGLO-AMERICAN STUDIES - LM-37 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,EN,2 years,https://corsidilaurea.uniroma1.it/it/course/33548
ENTREPRENEURSHIP AND INNOVATION - LM-77 R,Libera Università di BOLZANO,Magistrale,EN,2 years,https://www.unibz.it/en/faculties/economics-management/master-entrepreneurship-innovation/
ENVIRONMENTAL CHANGE AND GLOBAL SUSTAINABILITY - LM-75 R,Università degli Studi di MILANO,Magistrale,EN,2 years,https://ecgs.cdl.unimi.it/en
"ENVIRONMENTAL CONSERVATION, RESTORATION AND SUSTAINABILITY - LM-75 R",Università degli Studi di SASSARI,Magistrale,MU,2 years,https://www.dcf.uniss.it/it/didattica/corsi-di-studio/gestione-ambiente-e-territorio
ENVIRONMENTAL ENGINEERING - LM-35 R,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/ingegneria?tipo=LM&scuola=IN&ordinamento=2025&key=IN2934&cg=ingegneria
ENVIRONMENTAL ENGINEERING - LM-35 R,Università Politecnica delle MARCHE,Magistrale,EN,2 years,https://www.ingegneria.univpm.it/offerta-formativa-2025
ENVIRONMENTAL ENGINEERING FOR RISK MITIGATION - LM-35 R,Università degli Studi di PARMA,Magistrale,EN,2 years,https://corsi.unipr.it/en/cdlm-eefrm
ENVIRONMENTAL ENGINEERING FOR THE GREEN TRANSITION - LM-35 R,"Università ""Ca' Foscari"" VENEZIA",Magistrale,EN,2 years,https://unive.it/cdl/CMR15
ENVIRONMENTAL HUMANITIES - LM-1 R,"Università ""Ca' Foscari"" VENEZIA",Magistrale,EN,2 years,http://www.unive.it/cdl/lmr10
ENVIRONMENTAL SUSTAINABILITY AND EDUCATION - LM-60 R,Università degli Studi di PADOVA,Magistrale,MU,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/scienze?tipo=LM&scuola=SC&ordinamento=2025&key=SC3003&cg=scienze
ENGINEERING AND MANAGEMENT - LM-31,Politecnico di TORINO,Magistrale,MU,2 years,https://www.polito.it/corsi/38-558
ENERGY AND NUCLEAR ENGINEERING - LM-30 R,Politecnico di TORINO,Magistrale,MU,2 years,https://www.polito.it/corsi/32-554
ELECTRONIC ENGINEERING - LM-29,Politecnico di TORINO,Magistrale,MU,2 years,https://www.polito.it/corsi/37-552
ELECTRICAL ENGINEERING - LM-28,Politecnico di TORINO,Magistrale,MU,2 years,https://www.polito.it/corsi/32-550
BUILDING ENGINEERING - LM-24,Politecnico di TORINO,Magistrale,MU,2 years,https://www.polito.it/corsi/32-548
AUTOMOTIVE ENGINEERING - L-9 R,Politecnico di TORINO,Triennale,MU,3 years,https://www.polito.it/corsi/32-545
MATERIALS ENGINEERING FOR INDUSTRY 4.0 - LM-53.,Politecnico di TORINO,Magistrale,MU,2 years,https://www.polito.it/corsi/32-932
CIVIL ENGINEERING - LM-23 R,Politecnico di TORINO,Magistrale,MU,2 years,https://www.polito.it/corsi/32-484
CHEMICAL AND SUSTAINABLE PROCESSES ENGINEERING - LM-22 R,Politecnico di TORINO,Magistrale,MU,2 years,https://www.polito.it/corsi/32-482
BIOMEDICAL ENGINEERING - LM-21 R,Politecnico di TORINO,Magistrale,MU,2 years,https://www.polito.it/corsi/32-480
INTERNATIONAL MANAGEMENT - LM-77 R,Università degli Studi di CAGLIARI,Magistrale,EN,2 years,https://web.unica.it/unica/it/crs_11_84.page
INTERNATIONAL MANAGEMENT - LM-77 R,"Università Commerciale ""Luigi Bocconi"" MILANO",Magistrale,EN,2 years,https://www.unibocconi.it/en/programs/master-science/international-management
INTERNATIONAL HORTICULTURAL SCIENCE - LM-69 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,EN,2 years,http://corsi.unibo.it/2Cycle/InternationalHorticulturalScience
INTERNATIONAL ECONOMICS AND MANAGEMENT - L-18 R,"Università Commerciale ""Luigi Bocconi"" MILANO",Triennale,EN,3 years,https://www.unibocconi.it/en/programs/bachelor-science/international-economics-and-management
INTERNATIONAL ECONOMICS AND FINANCE - L-33 R,"Università Commerciale ""Luigi Bocconi"" MILANO",Triennale,EN,3 years,https://www.unibocconi.it/en/programs/bachelor-science/international-economics-and-finance
ECONOMIA E COMMERCIO INTERNAZIONALE - LM-56 R,Università Politecnica delle MARCHE,Magistrale,EN,2 years,http://www.econ.univpm.it/EM07
INTERNATIONAL ECONOMICS AND BUSINESS - LM-56 R,Università degli Studi di VERONA,Magistrale,EN,2 years,https://www.corsi.univr.it/?ent=cs&id=1308
INTERNATIONAL CYBERSECURITY AND CYBERINTELLIGENCE - LM-66 R,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/scienze?tipo=LM&scuola=SC&ordinamento=2025&key=SC3006&cg=scienze
INTERNATIONAL COOPERATION ON HUMAN RIGHTS AND INTERCULTURAL HERITAGE - LM-81 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,EN,2 years,http://corsi.unibo.it/2Cycle/internationalcooperation
INTERNATIONAL BUSINESS AND DEVELOPMENT - LM-77 R,Università degli Studi di PARMA,Magistrale,EN,2 years,https://corsi.unipr.it/cdlm-ibd
FINANCE - LM-16 R,Università degli Studi di SIENA,Magistrale,EN,2 years,https://finance.unisi.it/it
FINANCE AND BANKING - LM-16 R,"Università degli Studi di ROMA ""Tor Vergata""",Magistrale,EN,2 years,https://economia.uniroma2.it/master-science/financeandbanking
FINANCE AND ECONOMICS - LM-16 R,Università degli Studi di MILANO,Magistrale,EN,2 years,https://mef.cdl.unimi.it/en
FINANCE AND INSURANCE - LM-16 R,Università della CALABRIA,Magistrale,EN,2 years,https://corsi.unical.it/lm/finance-and-insurance/
FINANCE AND RISK MANAGEMENT - LM-16 R,Università degli Studi di FIRENZE,Magistrale,EN,2 years,http://www.frm.unifi.it/
CORPORATE FINANCE - LM-77 R,Università degli Studi di CATANIA,Magistrale,MU,2 years,http://www.dei.unict.it/corsi/lm-77-fin
FINANCE AND MARKETS - LM-16 R,Università degli Studi di MACERATA,Magistrale,MU,2 years,https://economiaediritto.unimc.it/it/didattica/offerta-didattica/magistrale-fm/FM
FINANCE AND INSURANCE - LM-16 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33439
FINANCE AND BUSINESS - LM-16 R/ LM-77 R,Università degli Studi ROMA TRE,Magistrale,MU,2 years,http://economiaziendale.uniroma3.it/
PHYSICS - LM-17 R,Università degli Studi INSUBRIA Varese-Como,Magistrale,EN,2 years,http://www.uninsubria.it/magistrale-fisica
INNOVATION MANAGEMENT - LM-77 R,Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/en/innovation-management
STRUCTURAL AND GEOTECHNICAL ENGINEERING - LM-23 R,Università degli Studi di Napoli Federico II,Magistrale,MU,2 years,https://strega.unina.it/
RENEWABLE ENERGY ENGINEERING IN COASTAL ENVIRONMENT - LM-35 R,Università IUAV di VENEZIA,Magistrale,EN,2 years,https://www.iuav.it/it/didattica/lauree-magistrali/Renewable-Energy-Engineering-in-Coastal-Environment
CONSTRUCTION MANAGEMENT AND SAFETY - LM-26 R,Università degli Studi di CATANIA,Magistrale,EN,2 years,https://www.dicar.unict.it/it/corsi/lm-26/presentazione-del-corso
ENGINEERING FOR SAFETY OF CRITICAL INDUSTRIAL AND CIVIL INFRASTRUCTURES - LM-26 R,Università del SALENTO,Magistrale,MU,2 years,https://www.universitaly.it/#
ENVIRONMENTAL ENGINEERING - LM-35 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,MU,2 years,http://corsi.unibo.it/ingegneriambienterritorioLM
ENVIRONMENTAL AND TERRITORIAL ENGINEERING - LM-35 R,Università degli Studi di Napoli Federico II,Magistrale,MU,2 years,http://www.iat.unina.it/
ENVIRONMENTAL AND LAND ENGINEERING - LM-35 R,Politecnico di TORINO,Magistrale,MU,2 years,https://www.polito.it/corsi/32-569
ENVIRONMENTAL ENGINEERING - LM-35 R,Università degli Studi di TRENTO,Magistrale,MU,2 years,https://offertaformativa.unitn.it/it/lm/ingegneria-l-ambiente-e-il-%20territorio
ENVIRONMENTAL ENGINEERING - LM-35 R,Università degli Studi di PAVIA,Magistrale,MU,2 years,http://lmiat.unipv.eu/
COGNITIVE PSYCHOLOGY IN HEALTH COMMUNICATION - LM-51 R,UNISR - Università Vita Salute San Raffaele,Magistrale,EN,2 years,https://www.unisr.it/offerta-formativa/psicologia/corso-di-laurea-magistrale-cognitive-psychology-in-health-communication
HEALTH INFORMATICS - LM-18,UNISR - Università Vita Salute San Raffaele,Magistrale,EN,2 years,https://www.unisr.it/en/offerta-formativa/medicina-chirurgia/corso-laurea-magistrale-health-informatics
MEDICINE AND SURGERY - LM-41 R,UNISR - Università Vita Salute San Raffaele,unico,EN,6 years,https://www.unisr.it/offerta-formativa/medicina-chirurgia/international-medical-doctor-program
ECONOMICS - LM-56 R,"Università degli Studi ""Mediterranea"" di REGGIO CALABRIA",Magistrale,MU,2 years,https://www.unirc.it/corsi/lauree-magistrali/economia
CIVIL AND ENVIRONMENTAL ENGINEERING FOR SUSTAINABLE DEVELOPMENT - L-7 R,"Università degli Studi ""Mediterranea"" di REGGIO CALABRIA",Triennale,MU,3 years,https://www.unirc.it/corsi/lauree-triennali/ingegneria-civile-e-ambientale-lo-sviluppo-sostenibile
INGEGNERIA BIOMEDICA - LM-21 R,Università Politecnica delle MARCHE,Magistrale,EN,2 years,https://www.ingegneria.univpm.it/offerta-formativa-2025
"DATA SCIENCE FOR ECONOMICS, BUSINESS AND FINANCE - LM-56 R/ LM-91 R",Università Politecnica delle MARCHE,Magistrale,MU,2 years,https://www.econ.univpm.it/EM11
DIGITAL ECONOMICS AND BUSINESS - L-33 R/ L-18 R,Università Politecnica delle MARCHE,Triennale,EN,3 years,https://www.econ.univpm.it/ET07
DIETISTIC - L/SNT3,Università Politecnica delle MARCHE,Triennale,MU,3 years,https://www.medicina.univpm.it/?q=node/1441
ENVIRONMENTAL HAZARD AND DISASTER RISK MANAGEMENT - LM-75 R,Università Politecnica delle MARCHE,Magistrale,EN,2 years,https://www.disva.univpm.it/content/corso-di-laurea-rischio-ambientale-e-protezione-civile
ELECTRONIC ENGINEERING FOR INTELLIGENT VEHICLES - LM-29,Università degli Studi di PARMA,Magistrale,EN,2 years,https://corsi.unipr.it/it/cdlm-eeiv
ENGINEERING FOR THE FOOD INDUSTRY - LM-33,Università degli Studi di PARMA,Magistrale,EN,2 years,http://cdlm-iimia.unipr.it/
LANGUAGE SCIENCES AND CULTURAL STUDIES FOR SPECIAL NEEDS - LM-39,Università degli Studi di PARMA,Magistrale,EN,2 years,https://cdlm-lscssn.unipr.it/
FUNCTIONAL AND SUSTAINABLE MATERIALS - LM SC. MAT.,Università degli Studi di PARMA,Magistrale,EN,2 years,https://corsi.unipr.it/en/cdlm-fsm
DATA SCIENCE FOR MANAGEMENT - LM-DATA,Università degli Studi di PARMA,Magistrale,EN,2 years,https://www.universitaly.it/#
GLOBAL STUDIES FOR SUSTAINABLE LOCAL AND INTERNATIONAL DEVELOPMENT AND COOPERATION - L-37 R,Università degli Studi di PARMA,Triennale,EN,3 years,https://corsi.unipr.it/en/scheda/cdl-globals
ARCHITECTURE AND CITY SUSTAINABILITY - LM-4 R,Università degli Studi di PARMA,Magistrale,MU,2 years,https://corsi.unipr.it/it/cdlm-arch
ENVIRONMENTAL ENGINEERING FOR RISK MITIGATION - LM-35 R,Università degli Studi di PARMA,Magistrale,EN,2 years,https://corsi.unipr.it/en/cdlm-eefrm
MEDICINE AND SURGERY - LM-41 R,Università degli Studi di PARMA,unico,EN,6 years,https://corsi.unipr.it/en/cdlm-ms
GLOBAL POLITICS & INTERNATIONAL RELATIONS - LM-52 R,Università degli Studi di PARMA,Magistrale,MU,2 years,https://corsi.unipr.it/it/cdlm-gpri
MANAGEMENT & BUSINESS ANALYTICS - L-18 R,Università degli Studi di UDINE,Triennale,EN,3 years,https://www.uniud.it/it/didattica/corsi/area-economico-giuridica/economia/laurea/management-business-analytics
"INTERNATIONAL MARKETING, MANAGEMENT AND ORGANIZATION - LM-77 R",Università degli Studi di UDINE,Magistrale,EN,2 years,https://www.uniud.it/it/didattica/corsi/area-economico-giuridica/economia/laurea-magistrale/international-marketing-management-organization
INDUSTRIAL ENGINEERING FOR SUSTAINABLE MANUFACTURING - LM-31/ LM-33,Università degli Studi di UDINE,Magistrale,EN,2 years,http://www.uniud.it/it/industrial-engineering-sustainable-manufacturing
ECONOMICS - LM-56 R,Università degli Studi di UDINE,Magistrale,EN,2 years,https://www.uniud.it/it/didattica/corsi/area-economico-giuridica/economia/laurea-magistrale/economics-scienze-economiche
"EUROPEAN CITIZENSHIP, INSTITUTIONS AND POLICIES - LM-90 R",Università degli Studi di UDINE,Magistrale,MU,2 years,http://www.uniud.it/it/cittadinanza-istituzioni-politiche-europee
ARTIFICIAL INTELLIGENCE & CYBERSECURITY - LM-18,Università degli Studi di UDINE,Magistrale,EN,2 years,https://www.uniud.it/it/didattica/corsi/area-scientifica/scienze-matematiche-informatiche-multimediali-fisiche/laurea-magistrale/artificial-intelligence-cybersecurity
INTERNATIONAL POLITICS SOCIETY AND ECONOMICS - LM-62 R,Università degli Studi di Urbino Carlo Bo,Magistrale,MU,2 years,https://www.uniurb.it/corsi/1757275
ECONOMICS AND MANAGEMENT - L-18 R/ L-33 R,Università degli Studi di Urbino Carlo Bo,Triennale,MU,3 years,https://www.uniurb.it/corsi/1757254
ECONOMICS AND MANAGEMENT OF CULTURAL RESOURCES AND TERRITORIES - LM-76 R,Università degli Studi di Urbino Carlo Bo,Magistrale,EN,2 years,https://www.uniurb.it/corsi/1757226
"ECONOMICS, MANAGEMENT AND FINANCE - LM-77 R",Università degli Studi di Urbino Carlo Bo,Magistrale,MU,2 years,https://www.uniurb.it/corsi/1757280
COMPUTER SCIENCE - LM-18,Università degli Studi di SALERNO,Magistrale,MU,2 years,http://corsi.unisa.it/informatica-magistrale
FOOD ENGINEERING - LM-22 R,Università degli Studi di SALERNO,Magistrale,EN,2 years,http://corsi.unisa.it/ingegneria-alimentare
ELECTRICAL ENGINEERING FOR DIGITAL ENERGY - LM-28,Università degli Studi di SALERNO,Magistrale,EN,2 years,https://corsi.unisa.it/electrical-engineering-for-digital-energy
DIGITAL MARKETING - LM-77 R,Università degli Studi di SALERNO,Magistrale,MU,2 years,https://corsi.unisa.it/digital-marketing
"TOURISM STRATEGY, CULTURAL HERITAGE AND MADE IN ITALY - LM-49 R","Università degli Studi di ROMA ""Tor Vergata""",Magistrale,MU,2 years,https://www-2023.tourismstrategy.lettere.uniroma2.it/
SPORT AND HEALTH PROMOTION - LM-68 R,"Università degli Studi di ROMA ""Tor Vergata""",Magistrale,EN,2 years,http://www.pahp.med.uniroma2.it/
TOURISM SCIENCES - L-15 R,"Università degli Studi di ROMA ""Tor Vergata""",Triennale,MU,3 years,https://www-2020.turismo.lettere.uniroma2.it/
PHARMACY - LM-13 R,"Università degli Studi di ROMA ""Tor Vergata""",unico,EN,5 years,http://farmacia.uniroma2.it/
MEDICINE AND SURGERY - LM-41 R,"Università degli Studi di ROMA ""Tor Vergata""",unico,EN,6 years,http://www.medschool.uniroma2.it/
MEDICINE AND SURGERY - LM-41 R,"Università degli Studi di ROMA ""Tor Vergata""",unico,EN,6 years,https://www.universitaly.it/#
GLOBAL CULTURES - LM-84 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,EN,2 years,https://corsi.unibo.it/2cycle/GlobalCultures/
GLOBAL DEVELOPMENT AND ENTREPRENEURSHIP - LM-56 R,"Università ""Ca' Foscari"" VENEZIA",Magistrale,EN,2 years,http://www.unive.it/cdl/emr12
GLOBAL ENVIRONMENT AND DEVELOPMENT - LM-69 R,Università degli Studi di MILANO,Magistrale,EN,2 years,https://merged.cdl.unimi.it/
GLOBAL FOOD LAW: SUSTAINABILITY CHALLENGES AND INNOVATION - LM/SC-GIUR R,Università degli Studi di PARMA,Magistrale,EN,2 years,https://corsi.unipr.it/en/cdlm-gfl
GLOBAL GOVERNANCE - L-16 R,"Università degli Studi di ROMA ""Tor Vergata""",Triennale,EN,3 years,http://www.globalgovernance.it/
GLOBAL HUMANITIES - L-42 R,"Università degli Studi di ROMA ""La Sapienza""",Triennale,EN,3 years,https://corsidilaurea.uniroma1.it/it/course/33537
GLOBAL LAW MAKING - LM/SC-GIUR R,Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/en/global-law-making
GLOBAL LAW AND TRANSNATIONAL LEGAL STUDIES - L-14 R,Università degli Studi di TORINO,Triennale,EN,3 years,https://www.globallaw.unito.it/do/home.pl
GLOBAL POLITICS AND EURO-MEDITERRANEAN RELATIONS - LM-62 R,Università degli Studi di CATANIA,Magistrale,EN,2 years,http://www.dsps.unict.it/courses/lm-62
GLOBAL POLITICS AND SOCIETY - LM-62 R,Università degli Studi di MILANO,Magistrale,EN,2 years,https://gps.cdl.unimi.it/en
CLINICAL ENGINEERING - LM-21 R,Università degli Studi di TRIESTE,Magistrale,MU,2 years,https://lauree.units.it/2-ingegneria-clinica
CIVIL ENGINEERING - LM-23 R,Politecnico di TORINO,Magistrale,MU,2 years,https://www.polito.it/corsi/32-484
CIVIL ENGINEERING - LM-23 R,Università degli Studi di PAVIA,Magistrale,MU,2 years,https://ingciv.unipv.it/
CIVIL ENGINEERING - LM-23 R,Università degli Studi di PADOVA,Magistrale,MU,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/ingegneria?tipo=LM&scuola=IN&ordinamento=2025&key=IN2922&cg=ingegneria
CHEMICAL AND PROCESS ENGINEERING - LM-22 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,MU,2 years,http://corsi.unibo.it/Magistrale/IngegneriaChimicaProcesso
CHEMICAL AND SUSTAINABLE PROCESSES ENGINEERING - LM-22 R,Politecnico di TORINO,Magistrale,MU,2 years,https://www.polito.it/corsi/32-482
CHEMICAL ENGINEERING - LM-22 R,Università degli Studi di Napoli Federico II,Magistrale,MU,2 years,http://www.ingchim.unina.it/
BIOMEDICAL ENGINEERING - LM-21 R,Politecnico di TORINO,Magistrale,MU,2 years,https://www.polito.it/corsi/32-480
AEROSPACE ENGINEERING - LM-20 R,Università degli Studi di Napoli Federico II,Magistrale,MU,2 years,http://aerospaziale.dii.unina.it/
AERONAUTICAL ENGINEERING - LM-20 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33483
CLINICAL ENGINEERING - LM-21 R,Università degli Studi di TRIESTE,Magistrale,MU,2 years,https://lauree.units.it/2-ingegneria-clinica
INDUSTRIAL ENGINEERING - L-9 R,Università degli Studi di TRIESTE,Triennale,MU,3 years,https://lauree.units.it/1-ingegneria-industriale
MECHANICAL ENGINEERING - LM-33,Università degli Studi di TRIESTE,Magistrale,MU,2 years,https://lauree.units.it/2-ingegneria-meccanica
"MATERIALS AND CHEMICAL ENGINEERING FOR NANO, BIO, AND SUSTAINABLE TECHNOLOGIES - LM-22 R/ LM-53.",Università degli Studi di TRIESTE,Magistrale,MU,2 years,https://degree.units.it/2-materials-chemical-engineering
MATHEMATICS - LM-40 R,Università degli Studi di TRIESTE,Magistrale,EN,2 years,https://degree.units.it/2-mathematics
NEUROSCIENCE - LM-6 R,Università degli Studi di TRIESTE,Magistrale,EN,2 years,https://degree.units.it/2-neurosciences
POLITICAL SCIENCE – INTEGRATION AND GOVERNANCE - LM-62 R,Università degli Studi di TRIESTE,Magistrale,EN,2 years,https://www.universitaly.it/#
APPLIED SOCIAL AND COGNITIVE PSYCHOLOGY - LM-51 R,Università degli Studi di TRIESTE,Magistrale,MU,2 years,https://lauree.units.it/it/0320107335200001/il-corso
DIGITAL MARKETING - LM-77 R,Università degli Studi di SALERNO,Magistrale,MU,2 years,https://corsi.unisa.it/digital-marketing
ELECTRICAL ENGINEERING FOR DIGITAL ENERGY - LM-28,Università degli Studi di SALERNO,Magistrale,EN,2 years,https://corsi.unisa.it/electrical-engineering-for-digital-energy
"MOLECULAR BIOLOGY, MEDICINAL CHEMISTRY AND COMPUTER SCIENCE FOR PHARMACEUTICAL APPLICATIONS - L-29 R","Università degli Studi di ROMA ""La Sapienza""",Triennale,EN,3 years,https://corsidilaurea.uniroma1.it/it/course/33457
MEDITERRANEAN ARCHAEOLOGY - LM-2 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,EN,2 years,https://corsidilaurea.uniroma1.it/it/course/33542
MEDICINE AND SURGERY - LM-41 R,"Università degli Studi di ROMA ""La Sapienza""",unico,EN,6 years,https://corsidilaurea.uniroma1.it/it/course/33454
BUSINESS MANAGEMENT - LM-77 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33447
ORIENTAL LANGUAGES AND CIVILIZATIONS - L-11 R,"Università degli Studi di ROMA ""La Sapienza""",Triennale,MU,3 years,https://corsidilaurea.uniroma1.it/it/course/33534
ORIENTAL LANGUAGES AND CULTURES - LM-36 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33547
"FINANCIAL INSTITUTIONS, INTERNATIONAL FINANCE AND RISK MANAGEMENT - LM-77 R","Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33446
ENVIRONMENTAL ENGINEERING - LM-35 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33495
MECHANICAL ENGINEERING - LM-33,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33494
GREEN INDUSTRIAL ENGINEERING FOR SUSTAINABLE DEVELOPMENT - LM-26 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33490
NANOTECHNOLOGY ENGINEERING - LM-53.,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33496
